Cubic Polynomial_0_0,x + x*log(4),tensor(0.2386),-9.179363244637667
Cubic Polynomial_111_32,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_34,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_111_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69094ca0>>
Cubic Polynomial_111_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686a1910>>
Cubic Polynomial_111_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_42,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69887ac0>>
Cubic Polynomial_111_46,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_49,x + tan(x) - 5,tensor(0.5206),0.1522939515323285
Cubic Polynomial_111_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a90e80>>
Cubic Polynomial_111_51,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_55,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_56,sin(x) - 5,tensor(0.4775),-0.19726484472359873
Cubic Polynomial_111_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68be3580>>
Cubic Polynomial_111_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68be3dc0>>
Cubic Polynomial_111_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_61,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686a19a0>>
Cubic Polynomial_111_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_73,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_111_74,x + sin(x) - 8,tensor(0.5033),0.026025867357335253
Cubic Polynomial_111_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_80,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_81,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_82,x + tan(5),tensor(0.3681),-1.9478525696569728
Cubic Polynomial_111_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f1340>>
Cubic Polynomial_111_85,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_86,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_87,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_90,x**2 - 6,tensor(0.4565),-0.4172656193533868
Cubic Polynomial_111_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_94,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_96,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_97,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b98e0>>
Cubic Polynomial_111_99,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_101,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_102,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_105,x + sin(x) - 6,tensor(0.5950),0.53668531704797
Cubic Polynomial_111_106,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_107,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc148ca0>>
Cubic Polynomial_111_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_110,x + tan(x) - 5,tensor(0.5206),0.1522939515323285
Cubic Polynomial_111_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f16a0>>
Cubic Polynomial_111_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68de1040>>
Cubic Polynomial_111_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_119,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e695a5730>>
Cubic Polynomial_111_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_122,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_111_124,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_111_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68be3610>>
Cubic Polynomial_111_126,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_111_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbe19a0>>
Cubic Polynomial_112_5,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_8,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_112_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_13,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_17,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_18,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_19,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_112_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_25,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddaac70>>
Cubic Polynomial_112_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_28,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_30,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_35,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_112_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5bc8b0>>
Cubic Polynomial_112_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_42,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da17610>>
Cubic Polynomial_112_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_46,x + tan(x) - 5,tensor(0.5206),0.1522939515323285
Cubic Polynomial_112_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c08aeb0>>
Cubic Polynomial_112_48,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_53,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_58,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_61,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_63,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_112_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_65,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_112_66,3*x - 5,tensor(0.5269),0.1935303066257953
Cubic Polynomial_112_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_80,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_85,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_94,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_99,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_104,-x - 5,tensor(0.4035),-1.1859127889463466
Cubic Polynomial_112_105,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_109,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_112_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698e2460>>
Cubic Polynomial_112_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_112_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_1,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_4,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_5,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_8,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_13,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_17,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_18,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69094520>>
Cubic Polynomial_113_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_25,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f12b0>>
Cubic Polynomial_113_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68be3040>>
Cubic Polynomial_113_28,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_30,x + sin(x) - 5,tensor(0.5104),0.07985367108247499
Cubic Polynomial_113_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_36,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_113_37,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_39,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_42,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_46,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_48,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68674370>>
Cubic Polynomial_113_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_58,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_60,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68be3eb0>>
Cubic Polynomial_113_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_66,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_113_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_72,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e695a5d00>>
Cubic Polynomial_113_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_78,x + sin(x) - 5,tensor(0.5104),0.07985367108247499
Cubic Polynomial_113_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_80,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_82,asin(x) - 5,tensor(0.4885),-0.09652615567140166
Cubic Polynomial_113_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_85,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6ddaab80>>
Cubic Polynomial_113_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0f1af0>>
Cubic Polynomial_113_88,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e699a5af0>>
Cubic Polynomial_113_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_93,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_94,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_96,4*x - 4,tensor(0.4302),-0.7537433452177686
Cubic Polynomial_113_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_99,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_102,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_104,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_105,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_108,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_115,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_117,x - 11,tensor(0.3011),-4.388990185430137
Cubic Polynomial_113_118,-x - 5,tensor(0.4035),-1.1859127889463466
Cubic Polynomial_113_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_120,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_113_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_122,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_113_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_124,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_113_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_113_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e760b9dc0>>
Cubic Polynomial_113_127,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_114_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_114_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_114_2,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_114_3,x - 6,tensor(0.5484),0.3220744568479088
